feedback_id,launch_id,cluster_id,source_channel,customer_segment,feedback_text,category,subcategory,severity,status,confidence_score,confidence_level,human_review_needed,likely_owner,recommended_route,created_at,ingested_at
FB-2561,3,13,In-product feedback,Enterprise admins,"Enterprise admins are unsure what happens when a team memory setting is changed by an admin, slowing user consent reviews.",Memory Controls,User-facing control clarity,Sev 4,Routed,75,Medium,Review recommended,Product Ops,Support -> Product Ops,2026-06-29T12:04:46Z,2026-06-29T14:04:46Z
FB-2562,3,13,In-product feedback,Support teams,"Support teams asked whether a user sees memory controls during pilot setup, slowing user consent reviews.",Memory Controls,User-facing control clarity,Sev 2,Resolved,94,High,No,Product Ops,Resolved by Product Ops,2026-07-07T21:21:18Z,2026-07-07T23:21:18Z
FB-2563,3,13,Support ticket,Enterprise admins,"The toggle changed state, but the user could not tell what behavior changed afterward.",Memory Controls,User-facing control clarity,Sev 4,In progress,75,Medium,Review recommended,Product Ops,Support -> Product Ops active workstream,2026-06-26T11:28:18Z,2026-06-26T17:28:18Z
FB-2564,3,14,Security review,Workspace owners,"Pilot admins reported delays after changing a team memory setting, requiring manual follow-up checks.",Admin Controls,Policy propagation timing,Sev 2,Resolved,82,Medium,No,Engineering,Resolved by Engineering,2026-06-28T21:03:53Z,2026-06-29T01:03:53Z
FB-2565,3,14,Admin interview,Workspace owners,"Enterprise admins cannot confirm timing when updating admin controls during pilot review, requiring manual follow-up checks.",Admin Controls,Policy propagation timing,Sev 3,Resolved,88,High,No,Engineering,Resolved by Engineering,2026-07-05T04:51:52Z,2026-07-05T06:51:52Z
FB-2566,3,14,In-product feedback,Enterprise admins,"Security reviewers flagged propagation lag when updating admin controls during pilot review, slowing pilot approval.",Admin Controls,Policy propagation timing,Sev 3,Routed,94,High,No,Engineering,Support -> Engineering,2026-06-19T03:10:02Z,2026-06-19T04:40:02Z
FB-2567,3,14,Internal triage,Enterprise admins,"Security reviewers flagged propagation lag when disabling memory for a workspace, making support responses harder to time.",Admin Controls,Policy propagation timing,Sev 3,New,92,High,No,Engineering,Intake -> Engineering triage,2026-07-05T03:40:53Z,2026-07-05T03:40:53Z
FB-2568,3,14,Support ticket,Security reviewers,"Enterprise admins are waiting too long after switching a policy from test to enabled, creating trust concerns about admin control enforcement.",Admin Controls,Policy propagation timing,Sev 2,Routed,97,High,No,Engineering,Support -> Engineering,2026-06-23T21:09:53Z,2026-06-23T21:14:53Z
FB-2569,3,14,Security review,Pilot users,"Pilot admins reported delays after changing a team memory setting, making support responses harder to time.",Admin Controls,Policy propagation timing,Sev 2,In progress,97,High,No,Engineering,Support -> Engineering active workstream,2026-06-22T06:32:36Z,2026-06-22T06:37:36Z
FB-2570,3,14,In-product feedback,Security reviewers,"Pilot admins cannot confirm timing when switching a policy from test to enabled, requiring manual follow-up checks.",Admin Controls,Policy propagation timing,Sev 4,Routed,85,High,No,Engineering,Support -> Engineering,2026-07-04T02:23:38Z,2026-07-04T03:53:38Z
FB-2571,3,14,Admin interview,Workspace owners,"Workspace owners cannot confirm timing when switching a policy from test to enabled, requiring manual follow-up checks.",Admin Controls,Policy propagation timing,Sev 2,In progress,74,Low,Review recommended,Engineering,Support -> Engineering active workstream,2026-07-07T18:46:27Z,2026-07-07T20:46:27Z
FB-2572,3,14,Security review,Security reviewers,"Security reviewers flagged propagation lag when changing a team memory setting, creating trust concerns about admin control enforcement.",Admin Controls,Policy propagation timing,Sev 2,Routed,80,Medium,No,Engineering,Support -> Engineering,2026-06-20T10:49:17Z,2026-06-20T10:54:17Z
FB-2573,3,14,Security review,Enterprise admins,"Workspace owners are waiting too long after disabling memory for a workspace, requiring manual follow-up checks.",Admin Controls,Policy propagation timing,Sev 2,Routed,72,Low,Review recommended,Engineering,Support -> Engineering,2026-06-21T13:41:08Z,2026-06-21T13:46:08Z
FB-2574,3,14,Support ticket,Pilot users,"Pilot admins are waiting too long after updating admin controls during pilot review, making support responses harder to time.",Admin Controls,Policy propagation timing,Sev 3,Routed,84,Medium,No,Engineering,Support -> Engineering,2026-07-04T06:33:54Z,2026-07-04T08:33:54Z
FB-2575,3,14,Support ticket,Pilot users,"Security reviewers are waiting too long after disabling memory for a workspace, creating trust concerns about admin control enforcement.",Admin Controls,Policy propagation timing,Sev 2,Needs review,71,Low,Review recommended,Engineering,Triage -> Engineering review,2026-07-09T07:01:16Z,2026-07-09T09:01:16Z
FB-2576,3,14,Internal triage,Pilot users,"Workspace owners cannot confirm timing when changing a team memory setting, making support responses harder to time.",Admin Controls,Policy propagation timing,Sev 2,Needs review,77,Medium,Review recommended,Engineering,Triage -> Engineering review,2026-06-28T14:54:43Z,2026-06-28T16:54:43Z
FB-2577,3,14,Admin interview,Enterprise admins,"Workspace owners cannot confirm timing when changing a team memory setting, requiring manual follow-up checks.",Admin Controls,Policy propagation timing,Sev 3,In progress,98,High,No,Engineering,Support -> Engineering active workstream,2026-06-27T22:24:54Z,2026-06-27T23:09:54Z
FB-2578,3,14,Admin interview,Enterprise admins,"Security reviewers are waiting too long after switching a policy from test to enabled, slowing pilot approval.",Admin Controls,Policy propagation timing,Sev 3,New,75,Medium,Review recommended,Engineering,Intake -> Engineering triage,2026-06-20T04:08:44Z,2026-06-20T04:26:44Z
FB-2579,3,14,Internal triage,Enterprise admins,"Workspace owners cannot confirm timing when changing a team memory setting, making support responses harder to time.",Admin Controls,Policy propagation timing,Sev 2,Routed,83,Medium,No,Engineering,Support -> Engineering,2026-07-08T14:52:25Z,2026-07-08T18:52:25Z
FB-2580,3,14,Support ticket,Pilot users,"Security reviewers cannot confirm timing when switching a policy from test to enabled, slowing pilot approval.",Admin Controls,Policy propagation timing,Sev 3,Needs review,74,Low,Review recommended,Engineering,Triage -> Engineering review,2026-07-04T11:44:05Z,2026-07-04T13:14:05Z
FB-2581,3,14,In-product feedback,Enterprise admins,"Security reviewers are waiting too long after updating admin controls during pilot review, creating trust concerns about admin control enforcement.",Admin Controls,Policy propagation timing,Sev 2,Needs review,82,Medium,Review recommended,Engineering,Triage -> Engineering review,2026-06-20T21:31:41Z,2026-06-21T03:31:41Z
FB-2582,3,14,Security review,Workspace owners,"Enterprise admins flagged propagation lag when changing a team memory setting, requiring manual follow-up checks.",Admin Controls,Policy propagation timing,Sev 3,Routed,92,High,No,Engineering,Support -> Engineering,2026-06-18T09:26:46Z,2026-06-18T09:44:46Z
FB-2583,3,14,Admin interview,Pilot users,"Enterprise admins flagged propagation lag when switching a policy from test to enabled, creating trust concerns about admin control enforcement.",Admin Controls,Policy propagation timing,Sev 2,Needs review,73,Low,Review recommended,Engineering,Triage -> Engineering review,2026-07-02T18:55:02Z,2026-07-02T20:55:02Z
FB-2584,3,14,In-product feedback,Enterprise admins,"Enterprise admins flagged propagation lag when switching a policy from test to enabled, slowing pilot approval.",Admin Controls,Policy propagation timing,Sev 4,Resolved,74,Low,Review recommended,Engineering,Resolved by Engineering,2026-06-29T14:28:47Z,2026-06-29T14:28:47Z
FB-2585,3,14,Admin interview,Enterprise admins,"Workspace owners reported delays after changing a team memory setting, requiring manual follow-up checks.",Admin Controls,Policy propagation timing,Sev 3,Routed,89,High,No,Engineering,Support -> Engineering,2026-07-04T03:08:52Z,2026-07-04T03:26:52Z
FB-2586,3,14,Support ticket,Pilot users,"Pilot admins flagged propagation lag when disabling memory for a workspace, creating trust concerns about admin control enforcement.",Admin Controls,Policy propagation timing,Sev 1,Routed,81,Medium,Review recommended,Engineering,Support -> Engineering,2026-06-30T15:06:12Z,2026-06-30T15:36:12Z
FB-2587,3,14,Internal triage,Security reviewers,"Security reviewers flagged propagation lag when switching a policy from test to enabled, requiring manual follow-up checks.",Admin Controls,Policy propagation timing,Sev 3,Needs review,74,Low,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-06-27T14:54:45Z,2026-06-27T15:54:45Z
FB-2588,3,14,Security review,Enterprise admins,"The admin changed the control and later saw the expected result, but the delay was not explained anywhere.",Admin Controls,Policy propagation timing,Sev 3,In progress,66,Low,Review recommended,Engineering,Support -> Engineering active workstream,2026-07-06T01:10:44Z,2026-07-06T01:15:44Z
FB-2589,3,14,Support ticket,Pilot users,"Pilot admins cannot confirm timing when switching a policy from test to enabled, slowing pilot approval.",Admin Controls,Policy propagation timing,Sev 2,In progress,92,High,No,Engineering,Support -> Engineering active workstream,2026-06-26T17:58:17Z,2026-06-26T19:58:17Z
FB-2590,3,14,Security review,Workspace owners,"Pilot admins cannot confirm timing when disabling memory for a workspace, making support responses harder to time.",Admin Controls,Policy propagation timing,Sev 3,Routed,82,Medium,No,Engineering,Support -> Engineering,2026-07-02T15:12:45Z,2026-07-02T15:17:45Z
FB-2591,3,14,Support ticket,Security reviewers,"Enterprise admins reported delays after switching a policy from test to enabled, slowing pilot approval.",Admin Controls,Policy propagation timing,Sev 2,Routed,87,High,No,Engineering,Support -> Engineering,2026-06-25T00:42:34Z,2026-06-25T01:12:34Z
FB-2592,3,14,Security review,Pilot users,"The admin changed the control and later saw the expected result, but the delay was not explained anywhere.",Admin Controls,Policy propagation timing,Sev 4,Routed,70,Low,Review recommended,Engineering,Support -> Engineering,2026-06-19T00:51:51Z,2026-06-19T01:51:51Z
FB-2593,3,14,Admin interview,Pilot users,"Pilot admins are waiting too long after switching a policy from test to enabled, slowing pilot approval.",Admin Controls,Policy propagation timing,Sev 4,In progress,97,High,No,Engineering,Support -> Engineering active workstream,2026-07-01T03:50:51Z,2026-07-01T05:20:51Z
FB-2594,3,14,Support ticket,Workspace owners,"Pilot admins reported delays after switching a policy from test to enabled, making support responses harder to time.",Admin Controls,Policy propagation timing,Sev 2,In progress,72,Low,Review recommended,Engineering,Support -> Engineering active workstream,2026-06-24T21:10:08Z,2026-06-24T21:40:08Z
FB-2595,3,14,In-product feedback,Workspace owners,"Enterprise admins are waiting too long after switching a policy from test to enabled, making support responses harder to time.",Admin Controls,Policy propagation timing,Sev 3,Routed,86,High,No,Engineering,Support -> Engineering,2026-06-24T13:54:36Z,2026-06-24T13:54:36Z
FB-2596,3,14,Support ticket,Pilot users,"Pilot admins cannot confirm timing when updating admin controls during pilot review, making support responses harder to time.",Admin Controls,Policy propagation timing,Sev 2,In progress,73,Low,Review recommended,Engineering,Support -> Engineering active workstream,2026-06-21T17:16:52Z,2026-06-21T18:01:52Z
FB-2597,3,14,In-product feedback,Workspace owners,"Pilot admins flagged propagation lag when disabling memory for a workspace, creating trust concerns about admin control enforcement.",Admin Controls,Policy propagation timing,Sev 2,Needs review,79,Medium,Review recommended,Engineering,Triage -> Engineering review,2026-07-01T14:25:26Z,2026-07-01T16:25:26Z
FB-2598,3,14,Support ticket,Enterprise admins,"Enterprise admins reported delays after switching a policy from test to enabled, making support responses harder to time.",Admin Controls,Policy propagation timing,Sev 3,In progress,81,Medium,No,Engineering,Support -> Engineering active workstream,2026-06-21T18:54:16Z,2026-06-21T19:39:16Z
FB-2599,3,14,Security review,Pilot users,"Pilot admins flagged propagation lag when updating admin controls during pilot review, creating trust concerns about admin control enforcement.",Admin Controls,Policy propagation timing,Sev 4,Routed,83,Medium,No,Engineering,Support -> Engineering,2026-07-08T11:30:01Z,2026-07-08T12:15:01Z
FB-2600,3,14,Admin interview,Pilot users,"Pilot admins are waiting too long after disabling memory for a workspace, making support responses harder to time.",Admin Controls,Policy propagation timing,Sev 4,Routed,83,Medium,No,Engineering,Support -> Engineering,2026-07-04T19:00:18Z,2026-07-04T19:30:18Z
FB-2601,3,14,Support ticket,Pilot users,"Pilot admins flagged propagation lag when updating admin controls during pilot review, slowing pilot approval.",Admin Controls,Policy propagation timing,Sev 3,Needs review,73,Low,Review recommended,Engineering,Triage -> Engineering review,2026-07-03T23:31:55Z,2026-07-03T23:43:55Z
FB-2602,3,15,Internal triage,Security reviewers,"Enterprise admins flagged unresolved questions about what data remains after memory is disabled, slowing admin approval.",Policy / Safety,Privacy review readiness,Sev 1,In progress,72,Low,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-29T17:01:28Z,2026-06-29T17:06:28Z
FB-2603,3,15,Internal triage,Enterprise admins,"Security reviewers need clearer answers about memory retention and visibility, requiring policy review before rollout.",Policy / Safety,Privacy review readiness,Sev 3,Routed,87,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-30T05:58:03Z,2026-06-30T06:58:03Z
FB-2604,3,15,Partner escalation,Workspace owners,"Security reviewers asked for review guidance on memory retention and visibility, slowing admin approval.",Policy / Safety,Privacy review readiness,Sev 3,Routed,85,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-26T10:35:09Z,2026-06-26T14:35:09Z
FB-2605,3,15,Internal triage,Privacy reviewers,"Enterprise admins need clearer answers about memory retention and visibility, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 4,In progress,78,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-07-07T08:27:40Z,2026-07-07T10:27:40Z
FB-2606,3,15,Security review,Security reviewers,"The privacy reviewer could not tell whether the question was about retained memory, audit history, or user-visible consent.",Policy / Safety,Privacy review readiness,Sev 3,Needs review,79,Medium,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-07-09T09:19:35Z,2026-07-09T09:19:35Z
FB-2607,3,15,Admin interview,Privacy reviewers,"Privacy reviewers need clearer answers about who can audit team memory changes, slowing admin approval.",Policy / Safety,Privacy review readiness,Sev 1,Resolved,74,Low,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-06-21T21:37:09Z,2026-06-22T03:37:09Z
FB-2608,3,15,Internal triage,Workspace owners,"The privacy reviewer could not tell whether the question was about retained memory, audit history, or user-visible consent.",Policy / Safety,Privacy review readiness,Sev 1,Needs review,74,Low,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-07-07T06:50:25Z,2026-07-07T06:55:25Z
FB-2609,3,15,Admin interview,Security reviewers,"Security reviewers cannot approve without clarity on how consent is captured for pilot users, blocking pilot expansion.",Policy / Safety,Privacy review readiness,Sev 2,Routed,93,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-19T12:19:11Z,2026-06-19T18:19:11Z
FB-2610,3,15,Admin interview,Privacy reviewers,"Privacy reviewers asked for review guidance on what data remains after memory is disabled, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 3,Resolved,85,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-07-01T23:47:32Z,2026-07-01T23:52:32Z
FB-2611,3,15,Admin interview,Workspace owners,"Security reviewers cannot approve without clarity on what data remains after memory is disabled, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 3,In progress,98,High,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-28T14:36:58Z,2026-06-28T14:54:58Z
FB-2612,3,15,Partner escalation,Enterprise admins,"Privacy reviewers cannot approve without clarity on how consent is captured for pilot users, slowing admin approval.",Policy / Safety,Privacy review readiness,Sev 4,In progress,81,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-28T18:07:07Z,2026-06-28T19:07:07Z
FB-2613,3,15,Admin interview,Enterprise admins,"Security reviewers flagged unresolved questions about who can audit team memory changes, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 4,Resolved,84,Medium,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-07-07T16:52:09Z,2026-07-07T16:52:09Z
FB-2614,3,15,Internal triage,Workspace owners,"Privacy reviewers asked for review guidance on memory retention and visibility, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 4,Needs review,83,Medium,Review recommended,Policy / Safety,Triage -> Policy / Safety review,2026-07-08T02:17:49Z,2026-07-08T08:17:49Z
FB-2615,3,15,Security review,Privacy reviewers,"Workspace owners cannot approve without clarity on who can audit team memory changes, slowing admin approval.",Policy / Safety,Privacy review readiness,Sev 2,New,96,High,Review recommended,Policy / Safety,Intake -> Policy / Safety triage,2026-06-22T17:54:45Z,2026-06-22T18:39:45Z
FB-2616,3,15,Partner escalation,Workspace owners,"The privacy reviewer could not tell whether the question was about retained memory, audit history, or user-visible consent.",Policy / Safety,Privacy review readiness,Sev 4,In progress,68,Low,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-26T09:37:24Z,2026-06-26T09:49:24Z
FB-2617,3,15,Documentation review,Security reviewers,"Privacy reviewers need clearer answers about memory retention and visibility, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 1,Routed,80,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-18T18:10:26Z,2026-06-18T19:40:26Z
FB-2618,3,15,Partner escalation,Enterprise admins,"Privacy reviewers flagged unresolved questions about who can audit team memory changes, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 3,Routed,96,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-28T10:16:51Z,2026-06-28T10:28:51Z
FB-2619,3,15,Admin interview,Security reviewers,"Workspace owners flagged unresolved questions about how consent is captured for pilot users, blocking pilot expansion.",Policy / Safety,Privacy review readiness,Sev 4,Routed,80,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-01T10:14:37Z,2026-07-01T12:14:37Z
FB-2620,3,15,Admin interview,Security reviewers,"Security reviewers need clearer answers about who can audit team memory changes, blocking pilot expansion.",Policy / Safety,Privacy review readiness,Sev 3,Routed,95,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-03T01:00:17Z,2026-07-03T01:00:17Z
FB-2621,3,15,Documentation review,Privacy reviewers,"Security reviewers cannot approve without clarity on who can audit team memory changes, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 3,New,91,High,Review recommended,Policy / Safety,Intake -> Policy / Safety triage,2026-07-02T11:15:24Z,2026-07-02T11:15:24Z
FB-2622,3,15,Security review,Enterprise admins,"Privacy reviewers asked for review guidance on how consent is captured for pilot users, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 4,In progress,94,High,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-21T11:31:17Z,2026-06-21T12:01:17Z
FB-2623,3,15,Documentation review,Workspace owners,"Enterprise admins cannot approve without clarity on memory retention and visibility, requiring policy review before rollout.",Policy / Safety,Privacy review readiness,Sev 2,Routed,91,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-26T18:00:48Z,2026-06-26T19:30:48Z
FB-2624,3,15,Partner escalation,Workspace owners,"Enterprise admins cannot approve without clarity on how consent is captured for pilot users, requiring policy review before rollout.",Policy / Safety,Privacy review readiness,Sev 4,Routed,89,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-03T12:37:57Z,2026-07-03T13:07:57Z
FB-2625,3,15,Partner escalation,Privacy reviewers,"Workspace owners asked for review guidance on how consent is captured for pilot users, slowing admin approval.",Policy / Safety,Privacy review readiness,Sev 4,New,86,High,Review recommended,Policy / Safety,Intake -> Policy / Safety triage,2026-07-02T00:23:38Z,2026-07-02T00:35:38Z
FB-2626,3,15,Admin interview,Enterprise admins,"Workspace owners flagged unresolved questions about memory retention and visibility, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 3,Routed,83,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-01T20:50:40Z,2026-07-01T20:50:40Z
FB-2627,3,15,Partner escalation,Workspace owners,"Security reviewers asked for review guidance on who can audit team memory changes, blocking pilot expansion.",Policy / Safety,Privacy review readiness,Sev 3,New,75,Medium,Review recommended,Policy / Safety,Intake -> Policy / Safety triage,2026-06-20T06:04:45Z,2026-06-20T12:04:45Z
FB-2628,3,15,Admin interview,Enterprise admins,"Enterprise admins flagged unresolved questions about who can audit team memory changes, slowing admin approval.",Policy / Safety,Privacy review readiness,Sev 4,Resolved,98,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-06-26T19:45:43Z,2026-06-27T01:45:43Z
FB-2629,3,15,Partner escalation,Enterprise admins,"Workspace owners flagged unresolved questions about how consent is captured for pilot users, requiring policy review before rollout.",Policy / Safety,Privacy review readiness,Sev 4,Needs review,72,Low,Review recommended,Product Ops,Intake -> Product Ops review before final routing,2026-07-04T11:08:08Z,2026-07-04T11:20:08Z
FB-2630,3,15,Internal triage,Privacy reviewers,"Privacy reviewers need clearer answers about what data remains after memory is disabled, slowing admin approval.",Policy / Safety,Privacy review readiness,Sev 1,Routed,74,Low,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-19T17:54:39Z,2026-06-19T18:24:39Z
FB-2631,3,15,Documentation review,Workspace owners,"Workspace owners asked for review guidance on what data remains after memory is disabled, blocking pilot expansion.",Policy / Safety,Privacy review readiness,Sev 2,In progress,97,High,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-20T13:36:24Z,2026-06-20T17:36:24Z
FB-2632,3,15,Internal triage,Security reviewers,"Enterprise admins need clearer answers about who can audit team memory changes, requiring policy review before rollout.",Policy / Safety,Privacy review readiness,Sev 3,Routed,77,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-05T02:14:06Z,2026-07-05T02:59:06Z
FB-2633,3,15,Security review,Privacy reviewers,"Enterprise admins cannot approve without clarity on how consent is captured for pilot users, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 3,Needs review,77,Medium,Review recommended,Policy / Safety,Triage -> Policy / Safety review,2026-07-04T11:31:32Z,2026-07-04T11:36:32Z
FB-2634,3,15,Partner escalation,Workspace owners,"Enterprise admins flagged unresolved questions about memory retention and visibility, requiring policy review before rollout.",Policy / Safety,Privacy review readiness,Sev 2,Resolved,74,Low,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-07-06T18:40:38Z,2026-07-06T18:45:38Z
FB-2635,3,15,Admin interview,Enterprise admins,"Enterprise admins asked for review guidance on how consent is captured for pilot users, blocking pilot expansion.",Policy / Safety,Privacy review readiness,Sev 3,Routed,87,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-08T18:26:31Z,2026-07-09T00:26:31Z
FB-2636,3,15,Admin interview,Privacy reviewers,"The privacy reviewer could not tell whether the question was about retained memory, audit history, or user-visible consent.",Policy / Safety,Privacy review readiness,Sev 2,In progress,71,Low,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-22T04:32:44Z,2026-06-22T05:02:44Z
FB-2637,3,15,Internal triage,Privacy reviewers,"Security reviewers cannot approve without clarity on what data remains after memory is disabled, blocking pilot expansion.",Policy / Safety,Privacy review readiness,Sev 2,Resolved,88,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-07-03T21:30:38Z,2026-07-03T21:35:38Z
FB-2638,3,15,Documentation review,Privacy reviewers,"Enterprise admins flagged unresolved questions about how consent is captured for pilot users, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 3,Routed,69,Low,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-23T03:17:14Z,2026-06-23T04:17:14Z
FB-2639,3,15,Admin interview,Security reviewers,"Privacy reviewers flagged unresolved questions about who can audit team memory changes, creating sensitive escalation requests.",Policy / Safety,Privacy review readiness,Sev 3,Routed,96,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-07T14:40:21Z,2026-07-07T16:40:21Z
FB-2640,3,16,Security review,Pilot users,"Support teams misread the consent language after the consent prompt references team context, creating policy review friction.",Policy / Safety,Consent language clarity,Sev 3,Routed,92,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-07T23:43:17Z,2026-07-08T01:43:17Z
FB-2641,3,16,In-product feedback,Support teams,"Enterprise admins asked for clearer wording before an admin changes memory settings, making user education harder.",Policy / Safety,Consent language clarity,Sev 2,Needs review,83,Medium,Review recommended,Policy / Safety,Triage -> Policy / Safety review,2026-06-20T10:57:08Z,2026-06-20T11:02:08Z
FB-2642,3,16,In-product feedback,Support teams,"Pilot users misread the consent language after the consent prompt references team context, raising support questions during pilot onboarding.",Policy / Safety,Consent language clarity,Sev 3,Routed,73,Low,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-07T05:20:57Z,2026-07-07T05:50:57Z
FB-2643,3,16,Documentation review,Enterprise admins,"Pilot users flagged ambiguity in team memory controls are enabled, raising support questions during pilot onboarding.",Policy / Safety,Consent language clarity,Sev 4,Routed,71,Low,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-23T12:24:31Z,2026-06-23T13:54:31Z
FB-2644,3,16,Admin interview,Privacy reviewers,"Enterprise admins asked for clearer wording before an admin changes memory settings, slowing consent approval.",Policy / Safety,Consent language clarity,Sev 4,In progress,93,High,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-27T16:47:04Z,2026-06-27T17:17:04Z
FB-2645,3,16,In-product feedback,Privacy reviewers,"Pilot users misread the consent language after an admin changes memory settings, making user education harder.",Policy / Safety,Consent language clarity,Sev 3,Needs review,76,Medium,Review recommended,Policy / Safety,Triage -> Policy / Safety review,2026-06-23T02:02:51Z,2026-06-23T03:02:51Z
FB-2646,3,16,Security review,Support teams,"Privacy reviewers asked for clearer wording before the consent prompt references team context, making user education harder.",Policy / Safety,Consent language clarity,Sev 3,Resolved,94,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-06-25T06:23:37Z,2026-06-25T08:23:37Z
FB-2647,3,16,Support ticket,Support teams,"Pilot users asked for clearer wording before team memory controls are enabled, creating policy review friction.",Policy / Safety,Consent language clarity,Sev 4,Routed,85,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-03T00:04:45Z,2026-07-03T00:34:45Z
FB-2648,3,16,Admin interview,Pilot users,"Privacy reviewers asked for clearer wording before team memory controls are enabled, making user education harder.",Policy / Safety,Consent language clarity,Sev 3,In progress,89,High,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-27T23:41:01Z,2026-06-27T23:59:01Z
FB-2649,3,16,Support ticket,Enterprise admins,"Enterprise admins flagged ambiguity in team memory controls are enabled, raising support questions during pilot onboarding.",Policy / Safety,Consent language clarity,Sev 2,In progress,81,Medium,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-28T22:05:54Z,2026-06-28T22:10:54Z
FB-2650,3,16,Security review,Privacy reviewers,"The consent copy sounded acceptable, but reviewers disagreed on whether it covered team-wide behavior.",Policy / Safety,Consent language clarity,Sev 3,In progress,74,Low,Review recommended,Policy / Safety,Support -> Policy / Safety active workstream,2026-06-28T22:44:32Z,2026-06-29T00:44:32Z
FB-2651,3,16,Security review,Enterprise admins,"The consent copy sounded acceptable, but reviewers disagreed on whether it covered team-wide behavior.",Policy / Safety,Consent language clarity,Sev 3,Routed,67,Low,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-07-02T14:51:36Z,2026-07-02T16:51:36Z
FB-2652,3,16,Admin interview,Support teams,"Privacy reviewers asked for clearer wording before an admin changes memory settings, slowing consent approval.",Policy / Safety,Consent language clarity,Sev 3,Routed,96,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-24T20:44:30Z,2026-06-24T22:44:30Z
FB-2653,3,16,In-product feedback,Enterprise admins,"Pilot users flagged ambiguity in an admin changes memory settings, making user education harder.",Policy / Safety,Consent language clarity,Sev 3,Resolved,93,High,Review recommended,Policy / Safety,Resolved by Policy / Safety,2026-07-07T23:22:40Z,2026-07-08T00:52:40Z
FB-2654,3,16,In-product feedback,Enterprise admins,"Support teams asked for clearer wording before workspace memory settings appear beside personal controls, raising support questions during pilot onboarding.",Policy / Safety,Consent language clarity,Sev 2,Routed,87,High,Review recommended,Policy / Safety,Support -> Policy / Safety,2026-06-29T11:48:50Z,2026-06-29T13:48:50Z
